Certificate,Name,Year,Rating,RatingReason,Studio
37483,Heartbreakers,2001,PG-13,Rated PG-13 for sex-related content including dialogue.,Metro-Goldwyn-Mayer Distribution Co.
37484,Rudy Blue,2000,R,Rated R for brief language and a scene of sexual content.,"Asylum, The"
37485,Head Over Heels,2000,PG-13,"Rated PG-13 for sexual content, crude humor and language.","Universal Studios, Inc."
37486,Primal Instinct,2002,R,"Rated R for perverse sexuality, violent images, and language.",Trinity Home Entertainment
37487,Expecting Mercy,2004,R,"Rated R for sexuality, violence and language.",Gator Home Entertainment
37491,Bless The Child,2000,R,"Rated R for violence, drug content and brief language.",Paramount Pictures Corporation
37492,"Tracker, The",2000,R,Rated R for strong violence and brief nudity.,Spartan Home Entertainment
37493,"Dancer, The",2000,PG-13,Rated PG-13 for brief language.,Twentieth Century Fox Film Corp.
37494,Perfect Fit,2000,R,Rated R for sexuality/nudity and language.,Two Moon Releasing
37495,Da Hip Hop Witch,2000,R,Rated R for pervasive strong language.,"Barnholtz Entertainment, Inc."
37496,Tribulation,2000,PG-13,Rated PG-13 for violence.,Cloud Ten Pictures
37497,Cash Crop,2000,R,Rated R for drug content and language.,Artisan Home Entertainment
37498,Innocence,2002,R,Rated R for sexuality/nudity.,Columbia Tristar Home Entertainment
37500,"Replacements, The",2000,PG-13,Rated PG-13 for some crude sexual humor and language.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37501,Skipped Parts,2000,R,"Rated R for sexual situations, some involving young teens, and for language.",Trimark Pictures
37502,"Tao Of Steve, The",2000,R,Rated R for language and some drug use.,Sony Pictures Classics
37503,Beautiful Creatures,2000,R,"Rated R for strong violence and sexuality, drug use and language.",Universal Focus
37504,Screw Loose,2000,R,Rated R for some brief nudity.,Columbia Tristar Home Video
37505,Two Shades Of Blue,2000,R,"Rated R for some strong sexuality, language and violence.",Sterling Home Entertainment
37506,"Opportunists, The",2000,R,Rated R for language.,First Look Pictures
37507,Tripfall,2000,R,"Rated R for violence, language and nudity.",MTI Home Video
37508,"Original Kings Of Comedy, The",2000,R,Rated R for language and sex related humor.,Paramount Pictures Corporation
37509,Big Momma's House,2000,PG-13,"Rated PG-13 for crude humor including sexual innuendo, and for language and some violence.",Twentieth Century Fox Film Corp.
37510,Little Heroes 2,2000,G,,"PM Entertainment Group, Inc."
37511,"Hi-Line, The",2000,PG,"Rated PG for a scene of sensuality, language, brief violence and thematic content.",Creative Light Entertainment
37512,Bring It On,2000,PG-13,Rated PG-13 for sex-related material and language.,"Universal Studios, Inc."
37513,"Little Vampire, The",2000,PG,Rated PG for some mild peril.,New Line Cinema
37514,Extreme Limits,2000,R,Rated R for some violence.,Twentieth Century Fox Home Entertainment
37515,Icebreaker,2000,PG-13,Rated PG-13 for action violence.,Blockbuster Video
37516,Dr. T & The Women,2000,R,Rated R for graphic nudity and some sexuality.,Artisan Pictures Inc.
37517,Blow Dry,2000,R,Rated R for some language and brief nudity.,Miramax Films
37518,Into The Arms Of Strangers: Stories Of The Kindertransport,2000,PG,Rated PG for thematic elements.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37519,Gone In Sixty Seconds,2000,PG-13,"Rated PG-13 for violence, sexuality and language.",Buena Vista Pictures Distribution
37520,"Defender, The",2000,R,Rated R for strong violence.,Buena Vista Home Entertainment
37521,Nice Guys Sleep Alone,2000,R,Rated R for language and sexual content.,"Asylum, The"
37522,Godzilla 2000,2000,PG,Rated PG for monster violence and mild language.,Tristar Pictures
37523,Picking Up The Pieces,2000,R,Rated R for sexuality and language.,"Miraculous Hand Productions, Inc. - [Production Co.]"
37524,Attention Shoppers,2000,R,Rated R for language and some sexual content.,MGM Home Entertainment Inc.
37525,Solomon & Gaenor,2000,R,Rated R for sexuality and a scene of violence.,Sony Pictures Classics
37526,"Perfect Storm, The",2000,PG-13,Rated PG-13 for language and scenes of peril.,"Warner Bros., A Division Of Time Warner Entertainment Co."
37527,Nothin' 2 Lose,2000,R,Rated R for strong language and some sexual content.,York Entertainment
37528,Grass,2000,R,Rated R for drug content.,Unapix Films Theatrical
37529,Rat,2000,PG,Rated PG for language and brief nudity.,Universal Studios
37530,"Affair Of Love, An",2000,R,Rated R for some strong sexual content.,Fine Line Features
37531,Spider-Man,2002,PG-13,Rated PG-13 for stylized violence and action.,Columbia Pictures
37532,"Knight's Tale, A",2001,PG-13,"Rated PG-13 for action violence, some nudity and brief sex-related dialogue.",Columbia Pictures
37533,Snatch,2000,R,"Rated R for strong violence, language and some nudity.",Screen Gems
37534,"Crouching Tiger, Hidden Dragon",2000,PG-13,Rated PG-13 for martial arts violence and some sexuality.,Sony Pictures Classics
37535,Time And Tide,2001,R,Rated R for pervasive strong violence and brief drug use.,Columbia Pictures
37536,"Wedding Planner, The",2000,PG-13,Rated PG-13 for language and some sexual humor.,Columbia Pictures
37537,Shaft,2000,R,Rated R for strong violence and language.,Paramount Pictures Corporation
37538,MVP - Most Valuable Primate,2000,PG,Rated PG for some mild language.,Keystone Family Pictures
37539,Jack Frost 2 Revenge Of The Mutant Killer Snowman,2000,R,"Rated R for violence and gore, language and nudity.","Unapix Entertainment, Inc."
37540,Boa,2001,R,Rated R for language and some violence.,Columbia Tristar Home Entertainment
37541,In The Company Of Spies,2000,PG-13,Rated PG-13 for some violent sequences.,Showtime Networks Inc. - [Production Co.]
37542,Swimming Naked - Red Shoe Diaries #17,2000,R,Rated R for strong sexual content and language.,Blockbuster Video
37543,Gangster No. 1,2000,R,"Rated R for strong brutal violence, pervasive language, and brief drug use and nudity.",IFC Films
37544,Time Share,2000,PG,Rated PG for mild sensuality and language.,Fox Family Channel
37545,"Weight Of Water, The",2000,R,"Rated R for violence, sexuality/nudity, and brief language.",Lions Gate Films
37546,American Virgin,2000,R,"Rated R for sexual content, nudity and language.",Sterling Home Entertainment
37547,Pavilion Of Women,2001,R,Rated R for sexuality and war images.,Universal Studios
37548,State & Main,2000,R,Rated R for language and brief sexual images.,Fine Line Features
37549,Dirty Pictures,2000,R,Rated R for nude and sexual images and for related dialogue.,"Showtime Networks, Inc."
37550,Lying In Wait,2000,R,"Rated R for strong sexuality, and for some language and violence.",Itasca Pictures - [Production Co.]
37551,Shot,2002,R,"Rated R for violence, language and some sexuality.",DEJ Productions Inc.
37552,"70's, The",2000,PG-13,"Rated PG-13 for drug content, some sexuality, language and violence.",Trimark Pictures
37553,Sideshow,2000,R,"Rated R for language, nudity, and horror images.",Full Moon Releasing
37554,What Lies Beneath,2000,PG-13,"Rated PG-13 for terror/violence, sensuality and brief language.",Dreamworks Distribution LLC
37555,Shadow Warriors,2000,R,Rated R for violence.,Spartan Home Entertainment
37556,Wolverine,2000,R,Rated R for violence.,Spartan Home Entertainment
37557,If These Walls Could Talk 2,2000,R,"Rated R for sexuality, language and some drug content.",HBO Home Video
37558,"Life And Adventures Of Santa Claus, The",2000,G,,"Universal Studios Home Video, Inc."
37559,"Adventures Of Rocky And Bullwinkle, The",2000,PG,Rated PG for brief mild language.,Universal Studios
37560,Passions Obsession,2000,R,Rated R for strong sexual content.,Full Moon Releasing
37561,Happy Campers,2000,R,"Rated R for nonstop crude sexual content involving minors, and for language and drug use.",New Line Cinema
37562,Alien Visitor,2000,PG-13,Rated PG-13 for brief graphic nudity.,Buena Vista Home Entertainment
37563,Layover,2000,R,"Rated R for strong language, violence and a scene of sexuality.","PM Entertainment Group, Inc."
37564,Silent Witness,2000,R,"Rated R for violence, language, some drug use and sexuality.",Sterling Home Entertainment
37565,"Contender, The",2000,R,Rated R for strong sexual content and language.,Dreamworks Distribution LLC
37566,Tigerland,2000,R,"Rated R for violence, pervasive language, a scene of strong sexuality and some drug use.",Twentieth Century Fox Film Corp.
37567,Cruel Intentions II,2000,R,"Rated R for strong sexual content involving teens, and for language.",Columbia Tristar Home Video
37568,"War Zone, The",2000,R,"Rated R for sexual content, some involving molestation, and for nudity, language and a scene of violence.",New Yorker Video
37569,Autumn In New York,2000,PG-13,Rated PG-13 for language and some sensuality.,Metro-Goldwyn-Mayer Distribution Co.
37570,"Cooler Climate, A",2000,R,Rated R for some sexuality and language.,Showtime Networks Inc. - [Production Co.]
37571,Chinese Coffee,2000,R,Rated R for language.,Twentieth Century Fox Film Corp.
37572,G-Men From Hell,2000,PG-13,"Rated PG-13 for violence, sexual content and language.","Government Action, LLC - [Production Co.]"
37573,Psychopath,2000,R,Rated R for a scene involving violence and nudity.,Avalanche Home Entertainment
37574,"Land Before Time VII: The Stone Of Cold Fire, The",2000,G,,"Universal Studios Home Video, Inc."
37575,Space Cowboys,2000,PG-13,Rated PG-13 for some language.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37576,Attraction,2000,R,Rated R for language and strong sexuality.,Trimark Pictures
37577,"Delivery, The",2000,R,"Rated R for violence, sexuality, language and drugs.",Trimark Pictures
37578,Strip Poker - Red Shoe Diaries #18,2000,R,Rated R for strong sexual content and some language.,Blockbuster Video
37579,Disney's The Kid,2000,PG,Rated PG for mild language.,Buena Vista Pictures Distribution
37580,Any Given Sunday,2000,R,"Rated R for language, sexuality/nudity and drug content.","Warner Bros., A Division Of Time Warner Ent.Co"
37581,Recess: School's Out,2000,G,,Buena Vista Pictures Distribution
37582,"Whole Shebang, The",2000,PG-13,Rated PG-13 for some sexuality.,"Original Voices, Inc. - [Production Co.]"
37583,Fast Lane To Malibu,2000,R,"Rated R for strong sexuality, and for language.","Indigo Entertainment, Inc. - [Production Co.]"
37584,"Woman Chaser, The",2000,R,Rated R for sexual content and some language.,"Asylum, The"
37585,Perfect Game,2000,PG,Rated PG for mild language.,Up To Bat Productions
37586,Just One Night,2000,R,Rated R for some language.,Overseas Filmgroup/First Look Pictures
37587,Sticks,2000,R,Rated R for language and violence.,MTI Home Video
37588,Stiff Upper Lips,2000,R,Rated R for some sexual content.,Buena Vista Home Entertainment
37589,My Sweet Killer,2000,R,"Rated R for language, drug content, violence and brief nudity.","Asylum, The"
37590,"Silencer, The",2000,R,Rated R for violence and brief language.,Trimark Pictures
37591,Seduction Of Innocence,2000,R,Rated R for strong sexuality.,New Horizons Home Video
37592,Fallen Angel,2000,R,Rated R for violence.,Avalanche Home Entertainment
37593,Supernova,2000,R,Rated R for sexuality and some violence.,Metro-Goldwyn-Mayer Distribution Co.
37594,Across The Line,2000,R,"Rated R for violence, language, nudity and drug content.",Avalanche Home Entertainment
37595,Shadow Of The Vampire,2000,R,"Rated R for some sexuality, drug content, violence and langauge.",Lions Gate Films
37596,Ghost World,2001,R,Rated R for strong language and some sexual content.,Metro-Goldwyn-Mayer Distribution Co.
37597,"Exchange, The",2000,R,Rated R for violence and sexuality.,"Asylum, The"
37598,Eye Of The Killer,2000,R,"Rated R for violence, language and brief sexuality.",Trimark Pictures
37599,Highball,2000,R,Rated R for language.,Avalanche Home Entertainment
37600,"Legend Of Bagger Vance, The",2000,PG-13,Rated PG-13 for some sexual content.,Dreamworks Distribution L.L.C.
37601,Family Of Cops III,2000,PG-13,Rated PG-13 for violence.,Trimark Pictures
37602,Pokemon The Movie 2000,2000,G,,"Warner Bros., A Division Of Time Warner Entertainment Company"
37604,"Doorway, The",2000,R,"Rated R for strong sexuality, horror violence/gore and some language.",New Concorde
37605,"Cell, The",2000,R,"Rated R for bizarre violence and sexual images, nudity and language.",New Line Cinema
37606,Saving Grace,2000,R,Rated R for drug content and language.,Fine Line Features
37607,Ancient Evil,2000,R,Rated R for language and violence.,Spartan Home Entertainment
37608,Love Beat The Hell Outa Me,2000,R,"Rated R for strong sexuality, pervasive language, some drug use and violence.",Del Paso Heights Entertainment Group
37609,Get Carter,2000,R,"Rated R for violence, language, some sexuality and drug content.","Warner Bros., A Division Of Time Warner Entertainment Company"
37610,Beauty Betrayed,2000,R,Rated R for strong sexual content.,"Indigo Entertainment, Inc. - [Production Co.]"
37611,Let's Talk,2000,R,"Rated R for language, some violence and brief sexuality.","Asylum, The"
37612,Shower,2000,PG-13,Rated PG-13 for language and nudity.,Sony Pictures Classics
37613,"God, Sex & Apple Pie",2000,R,"Rated R for sexuality/nudity, language and a scene of drug use.",Centaur Productions
37614,Almost Famous,2000,R,"Rated R for language, drug content and brief nudity.",Dreamworks Distribution LLC
37615,Mixing Nia,2000,R,Rated R for language and brief sexuality.,Xenon Entertainment Group
37616,X-Men,2000,PG-13,Rated PG-13 for sci-fi action violence.,Twentieth Century Fox Film Corp.
37617,"Eastsidaz, Tha",2000,R,"Rated R for strong pervasive violence and language, and for drug content.",Xenon Entertainment Group
37618,Nutty Professor II The Klumps,2000,PG-13,Rated PG-13 for crude humor and sex-related material.,Universal Studios
37619,"Substitute 4: Failure Is Not An Option, The",2000,R,"Rated R for violence, sexuality and some language.",Artisan Home Entertainment
37620,"Elvis, That's The Way It Is",2000,PG,Rated PG for some language.,"Warner Bros., A Division Of Time Warner Entertainment Company"
37621,"House Divided, A",2000,R,"Rated R for violent material including a sexual assault, and for some language.",Showtime Networks Inc. - [Production Co.]
37622,My 5 Wives,2000,R,Rated R for sex-related humor.,Artisan Home Entertainment
37623,"Specials, The",2000,R,Rated R for strong language.,Regent Entertainment
37624,Temple Of Flesh - Red Shoe Diaries #16,2000,R,Rated R for strong sexuality.,Blockbuster Video
37625,Goya In Bordeaux,2000,R,Rated R for some sexuality and violent imagery.,Sony Pictures Classics
37626,Newsbreak,2000,R,Rated R for some language and violence.,MTI Home Video
37627,Voodoo Academy,2000,R,Rated R for some language.,Full Moon Releasing
37628,Joe Dirt,2001,PG-13,"Rated PG-13 for crude and sex-related humor, and for language.",Columbia Pictures
37629,Final Fantasy - The Spirits Within,2001,PG-13,Rated PG-13 for sci-fi action violence.,Columbia Pictures
37630,Panic Room,2002,R,Rated R for violence and language.,Columbia Pictures
37631,Saving Silverman,2001,PG-13,"Rated PG-13 for crude and sexual humor, language, and thematic material.",Columbia Pictures
37632,Adam Sandler's Eight Crazy Nights,2002,PG-13,"Rated PG-13 for frequent crude and sexual humor, drinking and brief drug references.",Columbia Pictures
37633,Alvin And The Chipmunks Meet The Wolfman,2000,G,,"Universal Studios Home Video, Inc."
37639,Bogus Witch Project,2000,R,Rated R for pervasive strong language.,Trimark Pictures
37640,Horror 101,2000,PG-13,Rated PG-13 for thematic elements.,Taurus Entertainment Company
37641,"Stepdaughter, The",2000,R,Rated R for violence and some language.,Trimark Pictures
37642,On The Edge,2000,R,"Rated R for language, some disturbing images and sexual content, and for some drug material.",Universal Studios
37643,Chained Heat 3,2000,R,Rated R for sexuality and violence.,MTI Home Video
37644,Lady And The Tramp II: Scamp's Adventure,2000,G,,Buena Vista Home Entertainment
37645,Hitman's Journal,2000,R,Rated R for language and some nudity.,MTI Home Video
37646,Bait,2000,R,"Rated R for language, violence and a scene of sexuality.","Warner Bros., A Division Of Time Warner Ent.Co"
37647,Wildflowers,2000,R,Rated R for some language and sexuality.,Monarch Home Video
37649,"Man Who Cried, The",2000,R,Rated R for sexuality.,Universal Studios
37650,Hangman,2000,R,"Rated R for language, violence and some strong sexuality.",Columbia Tristar Home Video
37651,Bad Trip,2000,R,"Rated R for strong language, some drug use and brief violence.",Tyrone Productions LLC - [Production Co.]
37652,"Art Of War, The",2000,R,"Rated R for strong violence, some sexuality, language and brief drug content.","Warner Bros., A Division Of Time Warner Entertainment Company"
37653,Save The Last Dance,2000,PG-13,"Rated PG-13 for violence, sexual content, language and brief drug references.",Paramount Pictures Corporation
37654,Superman The Special Edition,2000,PG,"Rated PG for peril, some mild sensuality and language.","Warner Bros., A Division Of Time Warner Entertainment Company"
37655,"Watcher, The",2000,R,Rated R for violence and language.,Universal Studios
37656,Final Curtain,2001,R,"Rated R for language, some violence and brief drug use.",Universal Studios
37657,"Parole Officer, The",2001,R,Rated R for some sexual content/nudity and language.,Universal Studios
37658,Fatal Conflict,2000,R,Rated R for violence.,Blockbuster Video
37659,Backstage,2000,R,"Rated R for strong language, nudity and drug content.",Miramax Films
37660,Devil In The Flesh II,2000,R,"Rated R for violence, sexuality and language.","Unapix Entertainment, Inc."
37661,Prison Of The Dead,2000,R,"Rated R for language, violence and gore, drug use and some sexuality.",Full Moon Releasing
37662,Air Bud: World Pup,2000,G,,Miramax Home Video
37663,Shiner,2002,R,"Rated R for strong violence, pervasive language and some nudity.",Buena Vista Home Entertainment
37664,"Right Temptation, The",2000,R,"Rated R for violence, language and sexuality.",Columbia Tristar Home Video
37665,Dancer In The Dark,2000,R,Rated R for some violence.,Fine Line Features
37667,Mystery At Sam's,2000,PG,Rated PG for thematic material.,C3 Productions LLC - [Production Co.]
37669,Meet The Parents,2000,PG-13,"Rated PG-13 for sexual content, drug references and language.",Universal Studios
37670,No Alibi,2000,R,"Rated R for sexuality, violence and language.",Studio Home Entertainment
37671,Once Upon A Time In China - Chinese Version With Subtitles,2000,R,Rated R for violence.,Paragon Films Limited - [Production Co.]
37672,"Family Man, The",2000,PG-13,Rated PG-13 for sensuality and some language.,Universal Studios
37673,Miracles - Chinese Version With Subtitles,2000,PG-13,Rated PG-13 for action violence and some language.,Golden Way Films Ltd. - [Production Co.]
37674,"Prime Gig, The",2000,R,Rated R for language and sexuality.,Fine Line Features
37675,Lost Voyage,2001,R,Rated R for language and violence.,First Look Home Entertainment
37676,American Pimp,2000,R,"Rated R for pervasive sexual content including dialogue, strong language and some drug related material.",MGM Home Entertainment Inc.
37677,"Invited Guest, An",2000,R,"Rated R for strong violence, sexuality, language and some drug content.",Trimark Pictures
37678,Xchange,2001,R,"Rated R for strong sexuality, violence and language.",Trimark Pictures
37679,Once Upon A Time In China Part III - Chinese Version With Subtitles,2000,R,Rated R for violence.,Paragon Films Limited - [Production Co.]
37680,Texas Rangers,2000,PG-13,Rated PG-13 for western violence.,Miramax Films
37681,Once Upon A Time In China Part II - Chinese Version With Subtitles,2000,R,Rated R for violence.,Paragon Films Limited - [Production Co.]
37682,Warden Of Red Rock,2000,PG-13,Rated PG-13 for western violence.,Paramount Home Entertainment
37683,Highlander: Endgame,2000,R,Rated R for violence and some strong sexuality.,Miramax Films
37684,Bamboozled,2000,R,Rated R for strong language and some violence.,New Line Cinema
37685,Cutaway,2000,R,"Rated R for some violence, language and brief nudity.",Artisan Home Entertainment
37686,Casper's Haunted Christmas,2000,G,,"Universal Studios Home Video, Inc."
37687,Intimate Affairs,2007,R,Rated R for strong sexual content including dialogue and nudity.,"Screen Media Ventures, LLC"
37688,New Port South,2000,PG-13,"Rated PG-13 for thematic elements, violence and brief strong language.",Buena Vista Pictures Distribution
37689,Best In Show,2000,PG-13,Rated PG-13 for language and sex-related material.,"Warner Bros., A Division Of Time Warner Ent.Co"
37690,Molokai: The Story Of Father Damien,2000,PG,"Rated PG for thematic elements, some violence, brief sensuality and mild language.","Unapix Entertainment, Inc."
37691,Dancing At The Blue Iguana,2000,R,"Rated R for pervasive sexual content/nudity, language, some drug content and brief violence.","Moonstone Entertainment, Inc. - [Production Co.]"
37692,Noangels.Com,2000,R,Rated R for strong sexual content.,Surrender Releasing
37693,"Virgins Of Sherwood Forest, The",2000,R,Rated R for strong sexual content.,Full Moon Releasing
37694,"Convent, The",2000,R,"Rated R for strong horror violence and gore, and for language, some sexuality and drug content.",Trimark Home Video
37695,Kids World,2000,PG,"Rated PG for crude pranks, bullying and some language.","Enter Tech Home Entertainment, Inc."
37696,Ladies Man,2000,R,Rated R for sexual content and language.,Paramount Pictures Corporation
37697,Must Be Santa,2000,G,,"Universal Studios Home Video, Inc."
37698,Air Rage,2000,R,Rated R for violence and some language.,"Royal Oaks Communications, Inc. - [Production Co.]"
37699,Dead Simple,2000,R,Rated R for language and some sexuality.,Artisan Home Entertainment
37700,School's Out,2000,R,Rated R for violence and language.,"Bedford Entertainment, Inc."
37701,"Question Of Faith, A",2000,PG-13,Rated PG-13 for thematic elements and nudity.,"Overseas Filmgroup, Inc."
37702,Just One Night,2000,PG-13,"Rated PG-13 for some sexual content, brief violence and drug use.",First Look Pictures
37703,Inconceivable,2000,R,Rated R for language and some sex-related material.,"Asylum, The"
37704,What's Cooking?,2000,PG-13,"Rated PG-13 for some sexuality, brief language and a perilous situation.",Trimark Pictures
37705,Loving Jezebel,2000,R,Rated R for language and sexuality.,Universal Focus
37706,"Legend, The",2000,R,Rated R for violence.,Buena Vista Home Entertainment
37707,House Of Love,2000,R,Rated R for strong sexual content and language.,"Indigo Entertainment, Inc. - [Production Co.]"
37708,Island Prey,2003,R,Rated R for sexuality and brief violence.,York Entertainment
37709,Shafted!,2000,R,Rated R for pervasive language and sex-related humor.,"Asylum, The"
37710,Perfumed Garden: Tales Of The Kama Sutra,2000,R,Rated R for strong sexuality.,Spartan Home Entertainment
37711,"Adventures Of Cinderella's Daughter, The",2000,G,,Creative Light Entertainment
37712,Cheaters,2000,R,Rated R for language.,HBO Home Video
37713,"List, The",2000,R,"Rated R for sexuality, violence and language.",York Entertainment
37714,Starry Night,2000,PG-13,Rated PG-13 for a scene of nudity.,"Universal Studios Home Video, Inc."
37716,Our Lips Are Sealed,2000,G,,Warner Home Video
37717,Downward Angel,2000,R,"Rated R for violence, sexuality and language.","Phaedra Cinema, Inc."
37718,Welcome To Hollywood,2000,R,Rated R for language.,"PM Entertainment Group, Inc."
37719,Desert Saints,2002,R,"Rated R for language, and some sexuality and violence.",Artisan Home Entertainment
37720,Down 'N Dirty,2000,R,"Rated R for violence, some language and a scene of sexuality.",Blockbuster Video
37721,Colorz Of Rage,2000,R,Rated R for pervasive language.,"Barnholtz Entertainment, Inc."
37722,"Pornographer, The",2000,R,Rated R for strong sexual content and language.,"Asylum, The"
37723,Went To Coney Island On A Mission From God...Be Back By Five,2000,R,Rated R for language.,"Phaedra Cinema, Inc."
37724,Witchouse 2: Blood Coven,2000,R,Rated R for some violence and language.,Full Moon Releasing
37725,Book Of Shadows: The Blair Witch Project 2,2000,R,"Rated R for violence, language, sexuality and drug use.",Artisan Entertainment
37726,Requiem For A Dream,2000,Unrated,,
37727,Backyard Dogs,2000,R,"Rated R for wrestling violence, language and some nudity.",Artisan Home Entertainment
37728,Paper Bullets,2000,R,Rated R for violence and language.,MTI Home Video
37729,Playing Mona Lisa,2000,R,"Rated R for drug content, sex-related dialogue and brief language.",Buena Vista Pictures Distribution
37731,Pop & Me,2000,PG-13,Rated PG-13 for brief drug content.,MGM Home Entertainment Inc.
37732,Terror Tract,2000,R,"Rated R for violence/gore, a scene of sexuality and some language.","Giant Leap Entertainment, LLC - [Production Co.]"
37733,Pay It Forward,2000,PG-13,"Rated PG-13 for mature thematic elements including substance abuse/recovery, some sexual situations, language and brief violence","Warner Bros., A Division Of Time Warner Entertainment Company"
37734,Cold Blooded,2000,R,Rated R for nudity and violent images.,"Bedford Entertainment, Inc."
37735,"Fluffer, The",2002,R,"Rated R for strong sexual content, drug use and language.",First Run Features
37737,Dr. Seuss' How The Grinch Stole Christmas,2000,PG,Rated PG for some crude humor.,Universal Studios
37738,"King Is Alive, The",2000,R,Rated R for sexuality and language.,IFC Films
37739,Bounce,2000,PG-13,Rated PG-13 for some language and sensuality.,Miramax Films
37740,Killer Bud,2000,R,"Rated R for drug content, language and sex-related dialogue.",Trimark Pictures
37741,Sweet Thing,2000,R,"Rated R for strong sexual content, violence, language and some drug use.","Asylum, The"
37742,Anatomy,2000,R,"Rated R for terror violence/gore, some sexuality and language.",Columbia Pictures
37743,"Stormriders, The",2000,PG-13,Rated PG-13 for intense martial arts violence and a scene of sensuality.,"Asylum, The"
37744,House Of 1000 Corpses,2002,R,"Rated R for strong sadistic violence/gore, sexuality and language.",Lions Gate Films
37745,Ali,2001,R,Rated R for some language and brief violence.,Columbia Pictures
37746,Glitter,2001,PG-13,"Rated PG-13 for some sensuality, language and brief violence.",Twentieth Century Fox Film Corp.
37747,Riding In Cars With Boys,2001,PG-13,"Rated PG-13 for thematic elements, drug and sexual content.",Columbia Pictures
37748,Thirteen Ghosts,2001,R,"Rated R for horror violence/gore, nudity and some language.",Warner Bros. Pictures An Aol Time Warner Co.
37749,"Trumpet Of The Swan, The",2000,G,,Columbia Tristar Home Video
37750,Raven's Ridge,2000,R,"Rated R for violence, some language and drug use.","Asylum, The"
37751,Little Shots Of Happiness,2000,R,"Rated R for substance abuse, sexual content, language and some violence.","Asylum, The"
37752,"Demon Within, The",2000,R,"Rated R for sexual content including graphic dialogue, language and some violence.","Phaedra Cinema, Inc."
37753,Forbidden Zone: Red Shoe Diaries,2000,R,"Rated R for strong sexuality, and for language.",Blockbuster Video
37754,Jailbait,2000,R,Rated R for nudity and sexual content involving teens.,Artisan Home Entertainment
37755,"Life Before This, The",2000,R,Rated R for violence and language.,First Look Pictures
37756,Skeletons In The Closet,2000,R,Rated R for language and elements of violence.,Artisan Home Entertainment
37757,Brooklyn Babylon,2000,R,"Rated R for language, and for some violence, sexuality and drug use.",Artisan Entertainment
37758,Amy,2000,PG-13,"Rated PG-13 for some domestic violence, disturbing images and brief language.",World Wide Motion Pictures Corporation
37759,Intern,2000,R,Rated R for language and some sexual content.,York Entertainment
37760,Chameleon 3,2000,R,Rated R for strong violence.,Wilshire Court Productions - [Production Co.]
37761,Passion's Peak,2000,R,Rated R for strong sexual content.,"Indigo Entertainment, Inc. - [Production Co.]"
37762,Mistress Club,2000,R,Rated R for pervasive sexuality/nudity.,Full Moon Releasing
37763,Joy Ride,2000,R,Rated R for violence/terror and language.,Twentieth Century Fox Film Corp.
37764,Men Of Honor,2000,R,Rated R for language.,Twentieth Century Fox Film Corp.
37765,Exotic Time Machine 2,2000,R,Rated R for sexuality/nudity.,Surrender Releasing
37766,Soul Talkin',2000,R,"Rated R for sexual content including strong sex-related dialogue, language and a scene of drug use.",York Entertainment
37767,Before Night Falls,2000,R,"Rated R for strong sexual content, some language and brief violence.",Fine Line Features
37768,Blow,2000,R,"Rated R for pervasive drug content and language, some violence and sexuality.",New Line Cinema
37769,Smash Cuts! Totally Twisted Shorts Fest,2000,R,"Rated R for violent content, language and some sexual material.","Asylum, The"
37770,Longshot,2000,PG-13,Rated PG-13 for some violence.,Spartan Home Entertainment
37771,Sweet Revenge,2000,PG-13,"Rated PG-13 for some language, sex-related material, and violence.",Buena Vista Home Entertainment
37772,Series 7,2000,R,Rated R for strong violent content and language.,USA Films
37773,Firetrap,2000,R,Rated R for violence.,Studio Home Entertainment
37774,Digimon: The Movie,2000,PG,Rated PG for action violence.,Twentieth Century Fox Film Corp.
37775,Lucky Town,2000,R,"Rated R for violence, sexuality/nudity, language and drug use.",A Plus Entertainment
37776,Los Webos: Episode #1 - Webosgate - Part 1,2000,R,Rated R for crude sexual content.,"Cineville.Com, Inc. - [Production Co.]"
37777,Here's Orson: Episode #1 'Roberto And Pedro,2000,PG-13,Rated PG-13 for sexual content.,"Cineville.Com, Inc. - [Production Co.]"
37778,Crackerjack 3,2000,PG-13,"Rated PG-13 for action violence, a scene of sexuality and brief language.",Monarch Home Video
37779,"Crimson Code, The",2000,R,Rated R for violence and language.,Spartan Home Entertainment
37780,Legend Of The Phantom Rider,2002,R,Rated R for violence and brief strong language.,"Bedford Entertainment, Inc."
37781,Spiders 2,2001,R,"Rated R for violence and gore, language and nudity.",Trimark Home Video
37782,Crocodile 2: Death Swamp,2001,R,Rated R for violence/gore and pervasive language.,Trimark Home Video
37783,Triumph In The Sky,2001,R,Rated R for violence/terror and language.,Martien Holding A.V.V. - [Production Co.]
37784,Cult Of Fury,2001,R,Rated R for violence.,DEJ Productions Inc.
37785,Forgive Me Father,2000,R,"Rated R for strong brutal violence, pervasive language, and for sexuality/nudity.","Myriad Entertainment Group, LLC, The"
37786,"Claim, The",2000,R,"Rated R for sexuality, and some language and violence.",Metro-Goldwyn-Mayer Distribution Co.
37787,Thirteen Days,2000,PG-13,Rated PG-13 for brief strong language.,New Line Cinema
37788,Cut,2000,R,"Rated R for strong violence and gore, language and brief nudity.",Trimark Pictures
