Certificate,Name,Year,Rating,RatingReason,Studio
49915,Straight Outta Compton,2015,R,"Rated R for language throughout, strong sexuality/nudity, violence, and drug use.",Universal Studios
49916,Safelight,2015,R,Rated R for language throughout including some sexual references.,ARC Entertainment
49917,Good Kids,2015,R,"Rated R for sexual content, language, and drug and alcohol use - all involving teens.",Vertical Entertainment LLC
49918,Collide,2015,PG-13,"Rated PG-13 for violence, frenetic action, some sexuality, language, and drug material.","Open Road Films, LLC"
49919,90 Minutes In Heaven,2015,PG-13,Rated PG-13 for intense accident and injury images.,Samuel Goldwyn Films
49920,DEADPOOL,2016,R,"Rated R for strong violence and language throughout, sexual content and graphic nudity.",Twentieth Century Fox Film Corp.
49921,Eaters,2015,R,"Rated R for violence, disturbing images, and language throughout.",Grindstone Entertainment Group
49923,Wolf Totem,2015,PG-13,"Rated PG-13 for disturbing images and violence involving animals, and for brief sexuality.",Columbia Pictures
49924,"Electric Boogaloo The Wild, Untold Story Of Cannon Films",2015,R,"Rated R for strong sexual content, graphic nudity, violence including rape, language and some drug use.","Warner Home Entertainment, Inc."
49925,Secret In Their Eyes,2015,PG-13,"Rated PG-13 for thematic material involving disturbing violent content, language and some sexual references.",STX Entertainment
49926,We Are Your Friends,2015,R,"Rated R for language throughout, drug use, sexual content and some nudity.",Warner Bros. Pictures
49927,Pod,2015,R,"Rated R for bloody violence/gruesome images, and language throughout.",Vertical Entertainment LLC
49928,Army Dog,2015,PG,Rated PG for thematic elements and peril.,Grindstone Entertainment Group
49929,Ladrones,2015,PG-13,"Rated PG-13 for some violence, language and suggestive material.","Pantelion, LLC"
49931,Jeremy Scott: The People's Designer,2015,PG-13,Rated PG-13 for language and some suggestive images/nudity.,"Vladar Company, The"
49932,By The Sea,2015,R,"Rated R for strong sexuality, nudity, and language.",Universal Studios
49933,Ride Along 2,2015,PG-13,"Rated PG-13 for sequences of violence, sexual content, language and some drug material.",Universal Studios
49934,"9th Life Of Louis Drax, The",2016,R,Rated R for some disturbing images and brief strong language.,Lionsgate
49935,"Brilliant Young Mind, A",2015,PG-13,"Rated PG-13 for some strong language, a sexual reference, drug material and disturbing images.",Samuel Goldwyn Films
49936,Ashby,2015,R,"Rated R for language, some sexual material and violence.","Film Arcade, The"
49937,Shot Caller,2017,R,"Rated R for strong bloody violence, pervasive language, some drug use and brief nudity.",Saban Films LLC
49938,"Young Kieslowski, The",2015,R,"Rated R for brief strong language, sexuality and drug use.",Mance Media
49939,Woodlawn,2015,PG,Rated PG for thematic elements including some racial tension/violence.,Pure Flix Entertainment LLC
49940,Stonewall,2015,R,"Rated R for sexual content, language throughout, some violence and drug use.",Roadside Attractions LLC
49941,Molly Moon,2015,PG,Rated PG for thematic elements and brief language.,ARC Entertainment
49942,Battle For Skyark,2015,PG-13,Rated PG-13 for some violence.,Grindstone Entertainment Group
49944,Cosmic Scrat-Tastrophe,2015,G,,Twentieth Century Fox Film Corp.
49945,"Turning, The",2015,R,"Rated R for language, violence including a rape, some sexual content and drug use.",ARC Entertainment
49946,Unbranded,2015,PG-13,Rated PG-13 for some language and unsettling images.,"Gravitas Ventures, LLC"
49947,"Wicked Within, The",2015,R,"Rated R for bloody horror violence, language and some sexual content.",High Five Films - [Production Co.]
49948,Queen Of Carthage,2015,R,"Rated R for language, some bloody violence, sexual content/nudity and brief drug use.",ARC Entertainment
49949,"Adderall Diaries, The",2015,R,"Rated R for language throughout, drug use, sexuality, and some aberrant and disturbing content.",A24
49950,Forever,2015,R,"Rated R for language, some violence and sexual content.",monterey media inc.
49951,Eden,2015,R,"Rated R for violence, language and some sexuality.",Vertical Entertainment LLC
49952,Finders Keepers,2015,R,Rated R for language.,"Orchard, The"
49953,Moonwalkers,2015,R,"Rated R for strong bloody violence, graphic nudity, plentiful drug use and language.",Alchemy
49954,"Disappointments Room, The",2016,R,"Rated R for violent content, bloody images, some sexuality and language.","Relativity Media, LLC"
49955,Room,2015,R,Rated R for language.,A24
49956,Santa's Little Helper,2015,PG,Rated PG for a comic fight scene and some suggestive humor.,Twentieth Century Fox Home Entertainment LLC
49957,Underdogs,2015,PG,Rated PG for some rude humor and mild action.,"Weinstein Company LLC, The"
49958,Only Yesterday,2015,PG,"Rated PG for thematic elements, some rude behavior and smoking.",GKIDS
49959,Twinsters,2015,PG-13,Rated PG-13 for brief strong language.,Ignite Channel Inc.
49960,Murder In The Dark,2015,R,Rated R for some violence including bloody images.,Regenerate Films - [Production Co.]
49961,Jem And The Holograms,2015,PG,"Rated PG for thematic material including reckless behavior, brief suggestive content and some language.",Universal Studios
49962,Daddy's Home,2015,PG-13,"Rated PG-13 for thematic elements, crude and suggestive content, and for language.",Paramount Pictures Corporation
49963,"Confirmation, The",2015,PG-13,Rated PG-13 for some mature thematic elements.,Great Point Media Limited
49964,Pride And Prejudice And Zombies,2015,PG-13,"Rated PG-13 for zombie violence and action, and brief suggestive material.",Screen Gems
49965,"Challenger, The",2015,PG-13,Rated PG-13 for some sports violence.,"Freestyle Releasing, LLC"
49966,Nerdist Presents The Hive,2015,R,"Rated R for violence/disturbing images, language, sexual references and brief nudity.",Fathom Events
49967,Bridge Of Spies,2015,PG-13,Rated PG-13 for some violence and brief strong language.,Walt Disney Studios Motion Pictures
49968,Extraction,2015,R,"Rated R for violence, language throughout and brief sexual content/nudity.",Lionsgate
49969,Man Down,2016,R,"Rated R for some disturbing violence, and language throughout.",Lionsgate
49970,"Dog Lover, The",2015,PG,"Rated PG for thematic elements, brief disturbing images and some language.",ESX Productions - [Production Co.]
49971,"Hobbit: The Battle Of The Five Armies - Extended Edition, The",2015,R,Rated R for some violence.,Warner Home Video
49972,Criminal,2016,R,Rated R for strong violence and language throughout.,Summit Entertainment
49973,Equals,2016,PG-13,"Rated PG-13 for thematic content, sensuality, partial nudity and disturbing images.",A24
49974,"Choice, The",2015,PG-13,Rated PG-13 for sexual content and some thematic issues.,Lionsgate
49975,Kingdom Of Blood,2015,R,Rated R for some violence.,Grindstone Entertainment Group
49976,Man Up,2015,R,Rated R for language and sexual references.,Saban Films LLC
49977,"Sex, Death And Bowling",2015,R,Rated R for some language.,monterey media inc.
49978,James White,2015,R,"Rated R for drug use, some sexuality/nudity, and language.","Film Arcade, The"
49979,Garm Wars: The Last Druid,2015,PG-13,Rated PG-13 for sci-fi action and violence.,ARC Entertainment
49980,Lumberjack Man,2015,R,"Rated R for bloody horror violence throughout, sexual content, nudity, language and drug use.",Madisonian Films - [Production Co.]
49981,Monster Trucks,2016,PG,"Rated PG for action, peril, brief scary images, and some rude humor.",Paramount Pictures Corporation
49982,Un Gallo Con Muchos Huevos,2015,PG-13,Rated PG-13 for suggestive content and sexual references.,"Pantelion, LLC"
49983,10 Days In A Madhouse - The Nellie Bly Story,2015,R,Rated R for some disturbing content.,"Cafe Pictures, LLC"
49984,"Iron Giant: Signature Version, The",2015,PG,"Rated PG for fantasy action violence, language, some thematic material and smoking.",Warner Home Video
49985,Bastard,2015,R,"Rated R for strong horror violence and gore, sexual content/nudity, language and some drug use.",Big Bad Film - [Production Co.]
49986,MI-5,2015,R,Rated R for violence and some language.,Saban Films LLC
49987,"Light Between Oceans, The",2015,PG-13,Rated PG-13 for thematic material and some sexual content.,Walt Disney Studios Motion Pictures
49988,"Guardsman, The",2015,R,Rated R for bloody violence.,Grindstone Entertainment Group
49989,Operation Avalanche,2015,R,Rated R for language including a brief sexual reference.,Lionsgate
49990,Nasty Baby,2015,R,"Rated R for sexual content, some disturbing violence, language, drug use and graphic nude images.","Orchard, The"
49991,Steve Jobs: The Man In The Machine,2015,R,Rated R for some language.,Magnolia Pictures
49992,Our Brand Is Crisis,2015,R,Rated R for language including some sexual references.,Warner Bros. Pictures
49993,Yakuza  Apocalypse,2015,R,"Rated R for strong bloody violence, a rape and language.",Samuel  Goldwyn Films
49994,Northern Soul,2015,R,"Rated R for drug use, language throughout and brief sexuality.","Freestyle Releasing, LLC"
49995,"Hunger Games: Mockingjay Part 2, The",2015,PG-13,"Rated PG-13 for intense sequences of violence and action, and for some thematic material.",Lionsgate
49996,"Boy, The",2015,PG-13,"Rated PG-13 for violence and terror, and for some thematic material.",STX Entertainment
49997,Suspension,2015,R,"Rated R for bloody horror violence, language and drug use-all involving teens.",Suspended Reality Productions - [Production Co.]
49998,Steve Jobs,2015,R,Rated R for language.,Universal Studios
49999,Roger Waters The Wall,2015,R,"Rated R for some language, nudity and violent images.",Fathom
50000,Chloe & Theo,2015,PG-13,Rated PG-13 for brief violence.,ARC Entertainment
50001,"Veil, The",2015,R,"Rated R for violence, disturbing images, and language.",Universal Studios
50002,Creed,2015,PG-13,"Rated PG-13 for violence, language and some sensuality.",New Line Cinema
50003,In A Valley Of Violence,2015,R,Rated R for violence and language.,Focus World
50004,Kilo Two Bravo,2015,R,"Rated R for disturbing and graphic depiction of war injuries, and for pervasive language.",Honora
50005,Out Of The Inferno,2015,PG-13,Rated PG-13 for disaster action/peril and some violence.,Grindstone Entertainment Group
50006,Unnatural,2015,R,Rated R for some bloody creature violence.,August Heart Films - [Production Co.]
50007,Three Generations,2017,PG-13,"Rated PG-13 for mature thematic content, some sexual references and language.","Weinstein Company LLC, The"
50010,Genius,2015,PG-13,Rated PG-13 for some thematic elements and suggestive content.,Summit/Roadside Attractions
50011,Truth,2015,R,Rated R for language and a brief nude photo.,Sony Pictures Classics
50012,Stealing Cars,2015,R,"Rated R for language including some sexual references, and brief drug use.",SONY PICTURES WORLDWIDE ACQUISITIONS INC.
50013,OPEN SEASON: SCARED SILLY,2015,PG,Rated PG for rude humor and some action.,SONY PICTURES WORLDWIDE ACQUISITIONS INC.
50014,He Never Died,2015,R,Rated R for bloody violence and language throughout.,Vertical Entertainment
50015,Just Let Go,2015,PG-13,Rated PG-13 for accident images and thematic material.,"Excel Entertainment Group, Inc."
50016,"Masked Saint, The",2015,PG-13,Rated PG-13 for some violence and thematic elements.,"Freestyle Releasing, LLC"
50017,"Armor Of Light, The",2015,PG-13,Rated PG-13 for thematic content and brief strong language.,Fork Films
50018,"Meddler, The",2015,PG-13,Rated PG-13 for brief drug content.,"Meddler, LLC - [Production Co.]"
50019,I Smile Back,2015,R,"Rated R for strong sexual content, substance abuse/disturbing behavior, and language.","BGP Releasing, LLC"
50020,Wind Walkers,2015,R,Rated R for bloody violence and gore and language throughout.,Iron Circle Pictures - [Production Co.] & Sweet Tomato Films - [Production Co.]
50021,Poached,2015,PG-13,Rated PG-13 for some thematic material and brief strong language.,Ignite Channel
50022,Son Of Saul,2015,R,"Rated R for disturbing violent content, and some graphic nudity.",Sony Pictures Classics
50023,Our Little Sister,2015,PG,Rated PG for thematic elements and brief language.,Sony Pictures Classics
50024,Mercury Plains,2015,R,"Rated R for violence, language including sexual references, and brief drug use.",Grindstone Entertainment Group
50025,"Giant King, The",2015,PG,Rated PG for action violence and mild crude humor.,Grindstone Entertainment Group
50026,"Last Witch Hunter, The",2015,PG-13,Rated PG-13 for sequences of fantasy violence and frightening images.,Summit Entertainment
50027,Americano,2015,G,,"Freestyle Releasing, LLC"
50028,"Accountant, The",2015,R,Rated R for strong violence and language throughout.,Warner Bros. Pictures
50029,In My Father's House,2015,R,Rated R for some language.,ARC Entertainment
50030,Krisha,2015,R,"Rated R for language, substance abuse and some sexual content.",A24
50031,Point Break,2015,PG-13,"Rated PG-13 for violence, thematic material involving perilous activity, some sexuality, language and drug material.",Warner Bros. Pictures
